工作名称,工作薪资,工作网站,公司名称,公司网站,公司性质,公司地点,公司标签,公司人数,公司待遇,工作年限,招聘日期
Java架构师,2.5-4万/月,https://jobs.51job.com/beijing-hdq/122283785.html?s=01&t=0,北京安德信业信息咨询有限责任公司,https://jobs.51job.com/all/co3818544.html,北京-海淀区,民营公司,互联网/电子商务,50-150人,五险一金 员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假,7,2020-09-15 17:51:14
Java资深开发工程师,3-4.5万/月,https://jobs.51job.com/beijing-hdq/122059565.html?s=01&t=0,北京安德信业信息咨询有限责任公司,https://jobs.51job.com/all/co3818544.html,北京-海淀区,民营公司,互联网/电子商务,50-150人,五险一金 员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假,6,2020-09-15 17:51:14
Java资深开发工程师,2.5-5万/月,https://jobs.51job.com/beijing-hdq/123509523.html?s=01&t=0,北京安德信业信息咨询有限责任公司,https://jobs.51job.com/all/co3818544.html,北京-海淀区,民营公司,互联网/电子商务,50-150人,五险一金 员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假,6,2020-09-15 17:51:00
JAVA技术总监,5-6万/月,https://jobs.51job.com/beijing-cyq/123322405.html?s=01&t=0,北京安德信业信息咨询有限责任公司,https://jobs.51job.com/all/co3818544.html,北京-朝阳区,民营公司,互联网/电子商务,50-150人,五险一金 员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假,7,2020-09-15 17:51:00
高级JAVA工程师,2-4万/月,https://jobs.51job.com/beijing-cyq/125260881.html?s=01&t=0,北京安德信业信息咨询有限责任公司,https://jobs.51job.com/all/co3818544.html,北京-朝阳区,民营公司,互联网/电子商务,50-150人,五险一金 员工旅游 专业培训 绩效奖金 年终奖金 全勤奖 带薪年假,5,2020-09-15 17:50:54
Java backend,1.5-2.5万/月,https://jobs.51job.com/beijing/124945237.html?s=01&t=0,瞬联软件科技（北京）有限公司 CIeNET Technologies,https://jobs.51job.com/all/co111126.html,北京,外资（欧美）,计算机软件,1000-5000人,补充医疗保险 定期体检 七险一金 带薪年假 带薪病假 绩效奖金 弹性工作,5,2020-09-15 17:47:21
Java FSSC Architect,1.5-2.5万/月,https://jobs.51job.com/beijing/124944849.html?s=01&t=0,瞬联软件科技（北京）有限公司 CIeNET Technologies,https://jobs.51job.com/all/co111126.html,北京,外资（欧美）,计算机软件,1000-5000人,补充医疗保险 定期体检 七险一金 带薪年假 带薪病假 绩效奖金 弹性工作,7,2020-09-15 17:47:21
Java高级开发工程师,1.5-3万/月,https://jobs.51job.com/beijing-hdq/122417655.html?s=01&t=0,瞬联软件科技（北京）有限公司 CIeNET Technologies,https://jobs.51job.com/all/co111126.html,北京-海淀区,外资（欧美）,计算机软件,1000-5000人,补充医疗保险 定期体检 七险一金 带薪年假 带薪病假 免费健身,6,2020-09-15 17:47:21
java开发工程师（初级）,0.6-1.2万/月,https://jobs.51job.com/beijing-xcq/125290650.html?s=01&t=0,上海致宇信息技术有限公司,https://jobs.51job.com/all/co3260078.html,北京-西城区,民营公司,计算机软件,150-500人,五险一金 股票期权 年终奖金 年底分红 专业培训 学习基金 团队聚餐旅游 员工旅游 定期体检,3,2020-09-15 17:44:47
java技术开发、软件工程师,1-1.5万/月,https://jobs.51job.com/beijing-dxq/115934184.html?s=01&t=0,中企信诚(北京)防伪技术有限公司,https://jobs.51job.com/all/co2517163.html,北京-大兴区,民营公司,印刷/包装/造纸,50-150人,,5,2020-09-15 17:12:03
Java开发工程师,1.5-2万/月,https://jobs.51job.com/beijing-xcq/124322132.html?s=01&t=0,北京海峰科技有限责任公司,https://jobs.51job.com/all/co3698454.html,北京-西城区,民营公司,金融/投资/证券,50-150人,五险一金 员工旅游 专业培训 定期体检,5,2020-09-15 17:09:03
Java测试开发,1-1.5万/月,https://jobs.51job.com/beijing/125380442.html?s=01&t=0,文思海辉技术有限公司Pactera Technology International Limited,https://jobs.51job.com/all/co2204116.html,北京,外资（欧美）,计算机软件,10000人以上,,5,2020-09-15 17:00:03
JAVA工程师/JAVA程序员,3-3.7万/月,https://jobs.51job.com/beijing-cyq/119915079.html?s=01&t=0,北京龙寰科技有限公司,https://jobs.51job.com/all/co3169406.html,北京-朝阳区,民营公司,计算机软件,50-150人,五险一金 餐饮补贴 通讯补贴,10,2020-09-15 16:51:44
Java研发指导/Java高级顾问,2-5万/月,https://jobs.51job.com/beijing/122597118.html?s=01&t=0,北京龙寰科技有限公司,https://jobs.51job.com/all/co3169406.html,北京,民营公司,计算机软件,50-150人,通讯补贴 绩效奖金 五险一金 交通补贴,7,2020-09-15 16:51:38
Java开发,1-1.2万/月,https://jobs.51job.com/beijing-cyq/125309293.html?s=01&t=0,武汉佰钧成技术有限责任公司,https://jobs.51job.com/all/co2471571.html,北京-朝阳区,民营公司,计算机软件,10000人以上,五险一金 弹性工作 定期体检,3,2020-09-15 14:55:52
高级Java开发,1.5-2.5万/月,https://jobs.51job.com/beijing-dxq/123688720.html?s=01&t=0,北京明月软件技术有限公司,https://jobs.51job.com/all/co2238216.html,北京-大兴区,民营公司,计算机软件,150-500人,,5,2020-09-15 14:43:35
Java开发工程师（金融）,1.2-2万/月,https://jobs.51job.com/beijing-hdq/124738588.html?s=01&t=0,北京明月软件技术有限公司,https://jobs.51job.com/all/co2238216.html,北京-海淀区,民营公司,计算机软件,150-500人,五险一金,6,2020-09-15 14:40:05
JAVA开发_4paradigm,1.5-2.5万/月,https://jobs.51job.com/beijing-hdq/125180705.html?s=01&t=0,北京明月软件技术有限公司,https://jobs.51job.com/all/co2238216.html,北京-海淀区,民营公司,计算机软件,150-500人,五险一金,5,2020-09-15 14:39:55
Java开发工程师（大数据）,15-25万/年,https://jobs.51job.com/beijing-sjsq/123274322.html?s=01&t=0,中国司法大数据研究院有限公司,https://jobs.51job.com/all/co4358530.html,北京-石景山区,国企,计算机软件,150-500人,五险一金 补充医疗保险 年终奖金 定期体检 通讯补贴 餐饮补贴 绩效奖金 交通补贴,5,2020-09-15 14:35:19
Java开发工程师,1.5-1.8万/月,https://jobs.51job.com/beijing/116477290.html?s=01&t=0,北京轩宇信息技术有限公司,https://jobs.51job.com/all/co3230662.html,北京,国企,计算机软件,150-500人,五险一金 餐饮补贴 定期体检 通讯补贴 补充医疗保险 专业培训 交通补贴 年终奖金 绩效奖金,6,2020-09-15 14:21:06
JAVA开发工程师-北京-01258,1-1.5万/月,https://jobs.51job.com/beijing-hdq/121669939.html?s=01&t=0,任子行网络技术股份有限公司,https://jobs.51job.com/all/co270592.html,北京-海淀区,上市公司,计算机软件,1000-5000人,五险一金 定期体检 带薪年假,5,2020-09-15 14:16:32
Java高级（大数据）开发工程师-北京-01283,1.5-2万/月,https://jobs.51job.com/beijing-hdq/122605685.html?s=01&t=0,任子行网络技术股份有限公司,https://jobs.51job.com/all/co270592.html,北京-海淀区,上市公司,计算机软件,1000-5000人,五险一金 带薪年假 周末双休,5,2020-09-15 14:16:31
Java中级开发工程师,1.5-2万/月,https://jobs.51job.com/beijing-xcq/123177367.html?s=01&t=0,广州奥格智能科技有限公司,https://jobs.51job.com/all/co215210.html,北京-西城区,民营公司,计算机软件,500-1000人,五险一金 餐饮补贴 绩效奖金 年终奖金 定期体检 专业培训,5,2020-09-15 14:13:07
Java开发工程师,0.8-1.6万/月,https://jobs.51job.com/beijing-xcq/111264576.html?s=01&t=0,广州奥格智能科技有限公司,https://jobs.51job.com/all/co215210.html,北京-西城区,民营公司,计算机软件,500-1000人,五险一金 免费班车 员工旅游 餐饮补贴 绩效奖金 年终奖金 定期体检 专业培训,4,2020-09-15 14:13:06
Java高级开发工程师,3-5万/月,https://jobs.51job.com/beijing-ftq/120277541.html?s=01&t=0,深圳市长亮科技股份有限公司,https://jobs.51job.com/all/co290276.html,北京-丰台区,上市公司,计算机软件,1000-5000人,五险一金 餐饮补贴 通讯补贴 员工旅游 定期体检 股票期权 年终奖金 绩效奖金 弹性工作,6,2020-09-15 14:11:38
Java开发工程师（北京）,2-2.5万/月,https://jobs.51job.com/beijing-ftq/120580995.html?s=01&t=0,深圳市长亮科技股份有限公司,https://jobs.51job.com/all/co290276.html,北京-丰台区,上市公司,计算机软件,1000-5000人,五险一金 通讯补贴 定期体检 节日福利 餐饮补贴 股票期权 年终奖金 专业培训 绩效奖金 员工旅游,6,2020-09-15 14:11:23
Java高级开发工程师,1-3万/月,https://jobs.51job.com/beijing-ftq/120289022.html?s=01&t=0,深圳市长亮科技股份有限公司,https://jobs.51job.com/all/co290276.html,北京-丰台区,上市公司,计算机软件,1000-5000人,五险一金 餐饮补贴 通讯补贴 员工旅游 定期体检 股票期权 年终奖金 绩效奖金 弹性工作,5,2020-09-15 14:11:20
Java开发工程师（金融）,1.5-3万/月,https://jobs.51job.com/beijing/120294551.html?s=01&t=0,深圳市长亮科技股份有限公司,https://jobs.51job.com/all/co290276.html,北京,上市公司,计算机软件,1000-5000人,五险一金 餐饮补贴 通讯补贴 员工旅游 定期体检 股票期权 年终奖金 绩效奖金 弹性工作,5,2020-09-15 14:11:13
Java开发工程师,1.3-3万/月,https://jobs.51job.com/beijing-ftq/120288600.html?s=01&t=0,深圳市长亮科技股份有限公司,https://jobs.51job.com/all/co290276.html,北京-丰台区,上市公司,计算机软件,1000-5000人,五险一金 餐饮补贴 通讯补贴 员工旅游 定期体检 股票期权 年终奖金 绩效奖金 弹性工作,5,2020-09-15 14:11:03
Java开发工程师（北京）,1.5-2万/月,https://jobs.51job.com/beijing-ftq/124967804.html?s=01&t=0,深圳市长亮科技股份有限公司,https://jobs.51job.com/all/co290276.html,北京-丰台区,上市公司,计算机软件,1000-5000人,五险一金 餐饮补贴 通讯补贴 员工旅游 出国机会 定期体检 弹性工作 年终奖金 绩效奖金 专业培训,5,2020-09-15 14:10:53
Java开发工程师,0.8-1.3万/月,https://jobs.51job.com/beijing-cyq/123349869.html?s=01&t=0,北京优捷信达信息科技有限公司,https://jobs.51job.com/all/co5110289.html,北京-朝阳区,合资,计算机服务(系统、数据服务、维修),少于50人,周末双休 带薪年假 五险一金 全勤奖 节日福利 餐饮补贴,4,2020-09-15 14:03:34
Java开发工程师（保险）（10）,1.5-2.1万/月,https://jobs.51job.com/beijing-cyq/123376496.html?s=01&t=0,上海复深蓝软件股份有限公司,https://jobs.51job.com/all/co102233.html,北京-朝阳区,上市公司,计算机软件,1000-5000人,五险一金 股票期权 出国机会 员工旅游 通讯补贴 专业培训 绩效奖金 年终奖金 弹性工作 定期体检,5,2020-09-15 14:00:30
Java开发工程师（中高级）（10）,1.5-2.1万/月,https://jobs.51job.com/beijing-cyq/122971889.html?s=01&t=0,上海复深蓝软件股份有限公司,https://jobs.51job.com/all/co102233.html,北京-朝阳区,上市公司,计算机软件,1000-5000人,五险一金 股票期权 出国机会 员工旅游 通讯补贴 专业培训 绩效奖金 年终奖金 弹性工作 定期体检,5,2020-09-15 14:00:30
Java高级开发工程师,1.5-2万/月,https://jobs.51job.com/beijing-dxq/119404670.html?s=01&t=0,上海网萌网络科技有限公司,https://jobs.51job.com/all/co3134178.html,北京-大兴区,合资,互联网/电子商务,1000-5000人,带薪年假 五险一金 包吃 绩效奖金 包住宿 节日福利,5,2020-09-16 15:33:12
Java软件工程师,11-21万/年,https://jobs.51job.com/beijing-cyq/118869954.html?s=01&t=0,永达理保险经纪有限公司,https://jobs.51job.com/all/co2616853.html,北京-朝阳区,合资,保险,1000-5000人,带薪年假 五险一金 节日福利 绩效奖金 年终奖金,1,2020-09-15 13:41:30
Java开发高级工程师,17-26万/年,https://jobs.51job.com/beijing-cyq/118869633.html?s=01&t=0,永达理保险经纪有限公司,https://jobs.51job.com/all/co2616853.html,北京-朝阳区,合资,保险,1000-5000人,带薪年假 五险一金 节日福利 绩效奖金 年终奖金,5,2020-09-15 13:41:30
Java开发工程师,0.7-1万/月,https://jobs.51job.com/beijing-cyq/120064032.html?s=01&t=0,北京中科朗思信息技术有限公司,https://jobs.51job.com/all/co5752667.html,北京-朝阳区,民营公司,计算机软件,少于50人,员工旅游 年终奖金 定期体检 每月生日会 周末双休 七险一金 补充医疗保险,3,2020-09-15 13:36:28
高级Java工程师,1.2-1.8万/月,https://jobs.51job.com/beijing-cyq/125207616.html?s=01&t=0,北京讯华科技有限公司,https://jobs.51job.com/all/co6064697.html,北京-朝阳区,民营公司,计算机软件,50-150人,五险一金 年终奖金,6,2020-09-15 13:01:02
Java高级研发工程师,1.8-2万/月,https://jobs.51job.com/beijing/121117593.html?s=01&t=0,上海服保信息技术有限公司,https://jobs.51job.com/all/co3670323.html,北京,民营公司,互联网/电子商务,50-150人,五险一金 补充医疗保险 员工旅游 专业培训 绩效奖金 年终奖金 定期体检 年节福利 生日福利 年底双薪,6,2020-09-15 12:56:08
JAVA-BJ,0.9-1.7万/月,https://jobs.51job.com/beijing-hdq/125326783.html?s=01&t=0,大连华钦软件技术有限公司,https://jobs.51job.com/all/co5400670.html,北京-海淀区,民营公司,计算机软件,,六险一金 绩效奖金 弹性工作 补充医疗保险 定期体检 年终奖金,4,2020-09-15 12:30:35
Java开发工程师,1-2万/月,https://jobs.51job.com/beijing-dcq/123568271.html?s=01&t=0,大连华钦软件技术有限公司,https://jobs.51job.com/all/co5400670.html,北京-东城区,民营公司,计算机软件,,专业培训 年终奖金 定期体检 弹性1小时 五险一金,5,2020-09-15 12:30:35
Java开发工程师,1-1.5万/月,https://jobs.51job.com/beijing-dcq/123536739.html?s=01&t=0,大连华钦软件技术有限公司,https://jobs.51job.com/all/co5400670.html,北京-东城区,民营公司,计算机软件,,六险一金 餐饮补贴 绩效奖金 弹性工作,5,2020-09-15 12:30:35
java中级开发工程师（银行项目）,1-1.5万/月,https://jobs.51job.com/beijing-hdq/125233478.html?s=01&t=0,北京汉克时代科技有限公司,https://jobs.51job.com/all/co2844997.html,北京-海淀区,民营公司,计算机软件,1000-5000人,,5,2020-09-15 11:50:03
Java开发工程师（支付项目）,1-1.5万/月,https://jobs.51job.com/beijing/125166727.html?s=01&t=0,北京汉克时代科技有限公司,https://jobs.51job.com/all/co2844997.html,北京,民营公司,计算机软件,1000-5000人,,5,2020-09-15 11:50:03
Java开发工程师,1-1.5万/月,https://jobs.51job.com/beijing-hdq/125069335.html?s=01&t=0,北京汉克时代科技有限公司,https://jobs.51job.com/all/co2844997.html,北京-海淀区,民营公司,计算机软件,1000-5000人,,5,2020-09-15 11:50:02
Java开发工程师,0.8-1.6万/月,https://jobs.51job.com/beijing/119799875.html?s=01&t=0,北京泛鹏天地科技股份有限公司,https://jobs.51job.com/all/co2244311.html,北京,民营公司,计算机软件,500-1000人,五险一金 员工旅游 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检,5,2020-09-15 11:47:36
Java高级开发工程师,1.5-2万/月,https://jobs.51job.com/beijing-cyq/116877423.html?s=01&t=0,北京泛鹏天地科技股份有限公司,https://jobs.51job.com/all/co2244311.html,北京-朝阳区,民营公司,计算机软件,500-1000人,五险一金 通讯补贴 交通补贴 年终奖金 绩效奖金 专业培训 餐饮补贴 定期体检,6,2020-09-15 11:47:36
中级JAVA开发工程师,1-1.5万/月,https://jobs.51job.com/beijing/114707360.html?s=01&t=0,北京泛鹏天地科技股份有限公司,https://jobs.51job.com/all/co2244311.html,北京,民营公司,计算机软件,500-1000人,交通补贴 餐饮补贴 通讯补贴 绩效奖金 定期体检,5,2020-09-15 11:47:36
Java开发工程师,0.8-1.5万/月,https://jobs.51job.com/beijing-cyq/121839932.html?s=01&t=0,北京泛鹏天地科技股份有限公司,https://jobs.51job.com/all/co2244311.html,北京-朝阳区,民营公司,计算机软件,500-1000人,,4,2020-09-15 11:47:14
